_id,bus_id,timestamp,latitud,longitud,velocidad,direccion,estado_motor,nivel_combustible,temperatura_motor,alerta,padron,placa,combustible,marca,chip (GPS),sede,estado_bus
6833ec7481e5594647d5a0d0,8,2025-05-25 00:03:50,-12.045496129982748,-77.03922526255799,46.07,280,apagado,59,73,"{'tipo': 'zona_critica', 'resuelto': True}",107.0,R8S215,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a0d1,32,2025-05-25 00:04:00,-12.05494821306356,-77.04480432094948,84.43,344,apagado,51,99,"{'tipo': 'velocidad_excesiva', 'resuelto': True}",131.0,Z9B205,GNV,UMMINS GNV,si,Cogorno,En ruta
6833ec7481e5594647d5a0d2,27,2025-05-25 00:04:10,-12.050344553319151,-77.04188958362667,79.22,214,apagado,84,63,"{'tipo': 'zona_critica', 'resuelto': False}",126.0,K5N192,GNV,UMMINS GNV,si,Cogorno,En ruta
6833ec7481e5594647d5a0d3,23,2025-05-25 00:04:20,-12.044801733834428,-77.0453927864887,39.93,292,apagado,91,79,"{'tipo': 'velocidad_excesiva', 'resuelto': True}",122.0,Y3Z146,GNV,VW FPT PB,si,Cogorno,En ruta
6833ec7481e5594647d5a0d4,16,2025-05-25 00:04:30,-12.045670686520317,-77.04713079544928,86.51,114,apagado,44,95,"{'tipo': 'velocidad_excesiva', 'resuelto': True}",115.0,J2K340,GNV,VW FPT PB,si,Huaycan,En ruta
6833ec7481e5594647d5a0d5,35,2025-05-25 00:04:40,-12.045980049631996,-77.04092518398537,49.74,16,apagado,44,106,"{'tipo': 'zona_critica', 'resuelto': False}",134.0,H3K550,GNV,UMMINS GNV,si,Cogorno,En ruta
6833ec7481e5594647d5a0d6,50,2025-05-25 00:04:50,-12.0559224183131,-77.03142605449818,35.95,119,encendido,62,97,"{'tipo': 'temperatura_alta', 'resuelto': True}",,,,,,,
6833ec7481e5594647d5a0d7,42,2025-05-25 00:05:00,-12.05306186911809,-77.04074112707264,82.31,321,apagado,84,109,"{'tipo': 'velocidad_excesiva', 'resuelto': False}",,,,,,,
6833ec7481e5594647d5a0d8,46,2025-05-25 00:05:10,-12.050331934225765,-77.03114528778285,83.27,191,encendido,11,78,"{'tipo': 'velocidad_excesiva', 'resuelto': False}",,,,,,,
6833ec7481e5594647d5a0d9,37,2025-05-25 00:05:20,-12.04683219200048,-77.03833672671738,109.15,206,apagado,90,106,"{'tipo': 'zona_critica', 'resuelto': True}",,,,,,,
6833ec7481e5594647d5a0da,13,2025-05-25 00:05:30,-12.046782921623358,-77.0377878945757,99.64,103,encendido,94,101,"{'tipo': 'velocidad_excesiva', 'resuelto': False}",112.0,B3C802,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a0db,46,2025-05-25 00:05:40,-12.046974146002833,-77.04615219462264,86.99,242,apagado,97,99,"{'tipo': 'temperatura_alta', 'resuelto': True}",,,,,,,
6833ec7481e5594647d5a0dc,4,2025-05-25 00:05:50,-12.050368798886108,-77.04587482256258,92.71,217,encendido,0,109,"{'tipo': 'temperatura_alta', 'resuelto': True}",103.0,H9J206,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a0dd,26,2025-05-25 00:06:00,-12.043099434200375,-77.04100761935622,30.71,334,encendido,11,119,"{'tipo': 'temperatura_alta', 'resuelto': False}",125.0,G3J768,GNV,VW FPT PB,si,Cogorno,En ruta
6833ec7481e5594647d5a0de,49,2025-05-25 00:06:10,-12.058690675254578,-77.04551103183381,60.16,333,encendido,91,62,"{'tipo': 'velocidad_excesiva', 'resuelto': True}",,,,,,,
6833ec7481e5594647d5a0df,23,2025-05-25 00:06:20,-12.058622552166465,-77.04069549876165,103.94,343,apagado,3,119,"{'tipo': 'velocidad_excesiva', 'resuelto': True}",122.0,Y3Z146,GNV,VW FPT PB,si,Cogorno,En ruta
6833ec7481e5594647d5a0e0,43,2025-05-25 00:06:30,-12.058684902615656,-77.04809156537395,31.19,240,apagado,49,83,"{'tipo': 'velocidad_excesiva', 'resuelto': True}",,,,,,,
6833ec7481e5594647d5a0e1,19,2025-05-25 00:06:40,-12.041378513149438,-77.04642825398004,98.76,143,apagado,81,69,"{'tipo': 'velocidad_excesiva', 'resuelto': False}",118.0,Q8R137,GNV,VW FPT PB,si,Cogorno,En ruta
6833ec7481e5594647d5a0e2,43,2025-05-25 00:06:50,-12.059681871988932,-77.03605813991331,4.98,279,apagado,23,113,"{'tipo': 'velocidad_excesiva', 'resuelto': False}",,,,,,,
6833ec7481e5594647d5a0e3,8,2025-05-25 00:07:00,-12.052180468010585,-77.03935274633041,46.17,301,apagado,62,63,"{'tipo': 'zona_critica', 'resuelto': True}",107.0,R8S215,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a0e4,6,2025-05-25 00:07:10,-12.051534176014922,-77.03251649267814,41.46,201,encendido,20,114,"{'tipo': 'velocidad_excesiva', 'resuelto': False}",105.0,M6N474,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a0e5,16,2025-05-25 00:07:20,-12.045645176313089,-77.03374041573701,35.13,198,encendido,16,88,"{'tipo': 'zona_critica', 'resuelto': True}",115.0,J2K340,GNV,VW FPT PB,si,Huaycan,En ruta
6833ec7481e5594647d5a0e6,8,2025-05-25 00:07:30,-12.055198011556392,-77.04160475693782,92.75,253,apagado,67,118,"{'tipo': 'zona_critica', 'resuelto': True}",107.0,R8S215,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a0e7,38,2025-05-25 00:07:40,-12.049870457939145,-77.04809030267018,98.99,317,apagado,77,96,"{'tipo': 'temperatura_alta', 'resuelto': False}",,,,,,,
6833ec7481e5594647d5a0e8,49,2025-05-25 00:07:50,-12.056753369033059,-77.0403456205943,92.78,244,encendido,53,109,"{'tipo': 'temperatura_alta', 'resuelto': False}",,,,,,,
6833ec7481e5594647d5a0e9,2,2025-05-25 00:08:00,-12.056708451242631,-77.0457855328519,68.82,148,encendido,70,66,"{'tipo': 'velocidad_excesiva', 'resuelto': True}",101.0,C2D581,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a0ea,24,2025-05-25 00:08:10,-12.0452998707766,-77.038734213964,1.22,39,encendido,1,65,"{'tipo': 'zona_critica', 'resuelto': False}",123.0,A2C501,GNV,VW FPT PB,si,Cogorno,En ruta
6833ec7481e5594647d5a0eb,49,2025-05-25 00:08:20,-12.05825283171242,-77.04638089403686,114.77,309,encendido,28,72,"{'tipo': 'zona_critica', 'resuelto': True}",,,,,,,
6833ec7481e5594647d5a0ec,8,2025-05-25 00:08:30,-12.056435706947306,-77.03830127531897,95.68,189,encendido,74,107,"{'tipo': 'velocidad_excesiva', 'resuelto': True}",107.0,R8S215,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a0ed,25,2025-05-25 00:08:40,-12.041835780433559,-77.03225442126242,96.52,218,apagado,39,111,"{'tipo': 'temperatura_alta', 'resuelto': False}",124.0,E7F839,GNV,VW FPT PB,si,Cogorno,En ruta
6833ec7481e5594647d5a0ee,45,2025-05-25 00:08:50,-12.040149040388945,-77.03884216935505,74.32,198,apagado,97,116,"{'tipo': 'velocidad_excesiva', 'resuelto': False}",,,,,,,
6833ec7481e5594647d5a0ef,45,2025-05-25 00:09:00,-12.048834143002084,-77.04600027661718,20.17,356,encendido,82,96,"{'tipo': 'velocidad_excesiva', 'resuelto': True}",,,,,,,
6833ec7481e5594647d5a0f0,42,2025-05-25 00:09:10,-12.046703742977845,-77.03284436295212,48.79,142,encendido,47,61,"{'tipo': 'temperatura_alta', 'resuelto': False}",,,,,,,
6833ec7481e5594647d5a0f1,1,2025-05-25 00:09:20,-12.050896313924516,-77.03627457583656,112.1,212,encendido,25,81,"{'tipo': 'velocidad_excesiva', 'resuelto': False}",100.0,A7B392,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a0f2,9,2025-05-25 00:09:30,-12.051157425883028,-77.03986989647301,25.92,327,encendido,8,88,"{'tipo': 'temperatura_alta', 'resuelto': False}",108.0,T5U639,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a0f3,23,2025-05-25 00:09:40,-12.059499824677317,-77.04600564567164,36.97,247,encendido,42,96,"{'tipo': 'zona_critica', 'resuelto': True}",122.0,Y3Z146,GNV,VW FPT PB,si,Cogorno,En ruta
6833ec7481e5594647d5a0f4,45,2025-05-25 00:09:50,-12.043240360605074,-77.04183826428819,47.6,75,encendido,7,107,"{'tipo': 'velocidad_excesiva', 'resuelto': False}",,,,,,,
6833ec7481e5594647d5a0f5,21,2025-05-25 00:10:00,-12.046016612209295,-77.0431889968639,20.63,102,apagado,26,115,"{'tipo': 'velocidad_excesiva', 'resuelto': False}",120.0,U1V224,GNV,VW FPT PB,si,Cogorno,En ruta
6833ec7481e5594647d5a0f6,40,2025-05-25 00:10:10,-12.04510054328683,-77.04177343971678,36.98,201,encendido,35,110,"{'tipo': 'temperatura_alta', 'resuelto': True}",,,,,,,
6833ec7481e5594647d5a0f7,1,2025-05-25 00:10:20,-12.052793938076547,-77.03704321517209,98.7,313,apagado,37,106,"{'tipo': 'temperatura_alta', 'resuelto': True}",100.0,A7B392,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a0f8,14,2025-05-25 00:10:30,-12.050829280268822,-77.03059841480481,21.19,111,encendido,56,67,"{'tipo': 'temperatura_alta', 'resuelto': False}",113.0,D4E771,GNV,VW FPT PB,si,Huaycan,En ruta
6833ec7481e5594647d5a0f9,42,2025-05-25 00:10:40,-12.058275125319378,-77.04294153857663,87.84,101,encendido,49,68,"{'tipo': 'zona_critica', 'resuelto': True}",,,,,,,
6833ec7481e5594647d5a0fa,11,2025-05-25 00:10:50,-12.045553930096315,-77.04219218130848,79.04,169,apagado,63,111,"{'tipo': 'temperatura_alta', 'resuelto': False}",110.0,X9Y327,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a0fb,16,2025-05-25 00:11:00,-12.051772738749609,-77.03566366579759,64.16,317,encendido,97,73,"{'tipo': 'zona_critica', 'resuelto': False}",115.0,J2K340,GNV,VW FPT PB,si,Huaycan,En ruta
6833ec7481e5594647d5a0fc,32,2025-05-25 00:11:10,-12.052145924876593,-77.04129102415928,76.41,3,encendido,80,73,"{'tipo': 'temperatura_alta', 'resuelto': False}",131.0,Z9B205,GNV,UMMINS GNV,si,Cogorno,En ruta
6833ec7481e5594647d5a0fd,33,2025-05-25 00:11:20,-12.046686253970366,-77.03046072276342,89.57,12,encendido,20,120,"{'tipo': 'velocidad_excesiva', 'resuelto': False}",132.0,C7D388,GNV,UMMINS GNV,si,Cogorno,En ruta
6833ec7481e5594647d5a0fe,45,2025-05-25 00:11:30,-12.058134145572001,-77.03595633813123,11.01,11,apagado,27,67,"{'tipo': 'velocidad_excesiva', 'resuelto': True}",,,,,,,
6833ec7481e5594647d5a0ff,8,2025-05-25 00:11:40,-12.043680032584092,-77.03687970768074,3.07,183,apagado,35,116,"{'tipo': 'zona_critica', 'resuelto': False}",107.0,R8S215,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a100,26,2025-05-25 00:11:50,-12.042926197625343,-77.03430882294474,75.38,4,apagado,4,118,"{'tipo': 'velocidad_excesiva', 'resuelto': True}",125.0,G3J768,GNV,VW FPT PB,si,Cogorno,En ruta
6833ec7481e5594647d5a101,44,2025-05-25 00:12:00,-12.040114560217347,-77.04524286447678,23.22,341,apagado,82,94,"{'tipo': 'zona_critica', 'resuelto': True}",,,,,,,
6833ec7481e5594647d5a102,1,2025-05-25 00:12:10,-12.050938977673109,-77.037432723706,81.79,78,encendido,49,84,"{'tipo': 'velocidad_excesiva', 'resuelto': True}",100.0,A7B392,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a103,9,2025-05-25 00:12:20,-12.043073997564578,-77.04481299690106,111.79,289,encendido,2,75,"{'tipo': 'temperatura_alta', 'resuelto': True}",108.0,T5U639,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a104,22,2025-05-25 00:12:30,-12.056566866036185,-77.0459745418734,109.37,96,apagado,6,70,"{'tipo': 'velocidad_excesiva', 'resuelto': False}",121.0,W6X975,GNV,VW FPT PB,si,Cogorno,En ruta
6833ec7481e5594647d5a105,39,2025-05-25 00:12:40,-12.044865460600873,-77.04527358929583,100.85,77,apagado,34,100,"{'tipo': 'velocidad_excesiva', 'resuelto': True}",,,,,,,
6833ec7481e5594647d5a106,13,2025-05-25 00:12:50,-12.058155636868698,-77.04209012344123,29.98,274,encendido,47,79,"{'tipo': 'temperatura_alta', 'resuelto': False}",112.0,B3C802,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a107,35,2025-05-25 00:13:00,-12.053434736108962,-77.04032263141235,86.04,344,apagado,97,77,"{'tipo': 'velocidad_excesiva', 'resuelto': True}",134.0,H3K550,GNV,UMMINS GNV,si,Cogorno,En ruta
6833ec7481e5594647d5a108,2,2025-05-25 00:13:10,-12.049830451770482,-77.03201476376061,116.13,69,encendido,61,69,"{'tipo': 'zona_critica', 'resuelto': False}",101.0,C2D581,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a109,16,2025-05-25 00:13:20,-12.04854740917668,-77.03882089349848,33.7,307,encendido,89,109,"{'tipo': 'velocidad_excesiva', 'resuelto': False}",115.0,J2K340,GNV,VW FPT PB,si,Huaycan,En ruta
6833ec7481e5594647d5a10a,3,2025-05-25 00:13:30,-12.047240227845439,-77.04511344262228,94.22,347,apagado,70,79,"{'tipo': 'velocidad_excesiva', 'resuelto': False}",102.0,F4G147,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a10b,11,2025-05-25 00:13:40,-12.050527335340977,-77.04222066826722,87.08,222,encendido,78,65,"{'tipo': 'velocidad_excesiva', 'resuelto': False}",110.0,X9Y327,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a10c,10,2025-05-25 00:13:50,-12.042989478091707,-77.03916378585306,2.31,222,apagado,17,65,"{'tipo': 'velocidad_excesiva', 'resuelto': True}",109.0,V2W174,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a10d,14,2025-05-25 00:14:00,-12.0411173668668,-77.0490712332128,87.05,17,apagado,72,64,"{'tipo': 'zona_critica', 'resuelto': False}",113.0,D4E771,GNV,VW FPT PB,si,Huaycan,En ruta
6833ec7481e5594647d5a10e,22,2025-05-25 00:14:10,-12.049554432901274,-77.03394810911605,40.23,22,encendido,31,90,"{'tipo': 'zona_critica', 'resuelto': True}",121.0,W6X975,GNV,VW FPT PB,si,Cogorno,En ruta
6833ec7481e5594647d5a10f,50,2025-05-25 00:14:20,-12.046292898791533,-77.04259749083623,99.92,173,encendido,75,62,"{'tipo': 'temperatura_alta', 'resuelto': False}",,,,,,,
6833ec7481e5594647d5a110,27,2025-05-25 00:14:30,-12.040205778498173,-77.0320716544864,4.58,307,encendido,80,83,"{'tipo': 'zona_critica', 'resuelto': True}",126.0,K5N192,GNV,UMMINS GNV,si,Cogorno,En ruta
6833ec7481e5594647d5a111,16,2025-05-25 00:14:40,-12.044677622411909,-77.03860934329097,99.78,99,encendido,24,62,"{'tipo': 'zona_critica', 'resuelto': False}",115.0,J2K340,GNV,VW FPT PB,si,Huaycan,En ruta
6833ec7481e5594647d5a112,35,2025-05-25 00:14:50,-12.050438895508291,-77.04437250477548,27.75,279,encendido,58,100,"{'tipo': 'temperatura_alta', 'resuelto': False}",134.0,H3K550,GNV,UMMINS GNV,si,Cogorno,En ruta
6833ec7481e5594647d5a113,46,2025-05-25 00:15:00,-12.04913112731428,-77.04412819114796,50.99,70,apagado,87,65,"{'tipo': 'temperatura_alta', 'resuelto': True}",,,,,,,
6833ec7481e5594647d5a114,36,2025-05-25 00:15:10,-12.055085708660759,-77.03710362893365,29.78,196,apagado,85,97,"{'tipo': 'zona_critica', 'resuelto': True}",135.0,L6M131,GNV,UMMINS GNV,si,Cogorno,En ruta
6833ec7481e5594647d5a115,43,2025-05-25 00:15:20,-12.059718790479828,-77.04633153233155,63.46,71,apagado,91,79,"{'tipo': 'zona_critica', 'resuelto': True}",,,,,,,
6833ec7481e5594647d5a116,12,2025-05-25 00:15:30,-12.056562305982897,-77.03912142971663,10.91,129,apagado,22,99,"{'tipo': 'zona_critica', 'resuelto': True}",111.0,Z1A593,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a117,15,2025-05-25 00:15:40,-12.057206319683647,-77.03905611178027,26.52,40,encendido,83,98,"{'tipo': 'temperatura_alta', 'resuelto': False}",114.0,G6H456,GNV,VW FPT PB,si,Huaycan,En ruta
6833ec7481e5594647d5a118,22,2025-05-25 00:15:50,-12.05667145607647,-77.03474163280325,28.05,121,apagado,37,110,"{'tipo': 'zona_critica', 'resuelto': False}",121.0,W6X975,GNV,VW FPT PB,si,Cogorno,En ruta
6833ec7481e5594647d5a119,47,2025-05-25 00:16:00,-12.051001249934448,-77.03138272564122,109.27,303,apagado,23,69,"{'tipo': 'temperatura_alta', 'resuelto': True}",,,,,,,
6833ec7481e5594647d5a11a,42,2025-05-25 00:16:10,-12.049212100417941,-77.04526372101796,112.7,102,encendido,15,75,"{'tipo': 'velocidad_excesiva', 'resuelto': False}",,,,,,,
6833ec7481e5594647d5a11b,49,2025-05-25 00:16:20,-12.04884868010071,-77.03466270783838,80.68,116,encendido,31,108,"{'tipo': 'zona_critica', 'resuelto': True}",,,,,,,
6833ec7481e5594647d5a11c,3,2025-05-25 00:16:30,-12.057389022749769,-77.0431254649009,64.3,195,encendido,97,90,"{'tipo': 'zona_critica', 'resuelto': True}",102.0,F4G147,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a11d,19,2025-05-25 00:16:40,-12.042090984405414,-77.03633088064957,48.67,221,encendido,40,120,"{'tipo': 'zona_critica', 'resuelto': True}",118.0,Q8R137,GNV,VW FPT PB,si,Cogorno,En ruta
6833ec7481e5594647d5a11e,2,2025-05-25 00:16:50,-12.056366504058524,-77.03096188659215,53.3,307,apagado,55,86,"{'tipo': 'zona_critica', 'resuelto': True}",101.0,C2D581,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a11f,35,2025-05-25 00:17:00,-12.046053935163998,-77.03962908379258,50.3,153,apagado,88,81,"{'tipo': 'temperatura_alta', 'resuelto': False}",134.0,H3K550,GNV,UMMINS GNV,si,Cogorno,En ruta
6833ec7481e5594647d5a120,42,2025-05-25 00:17:10,-12.058988146535116,-77.04514300046138,113.18,15,apagado,95,113,"{'tipo': 'temperatura_alta', 'resuelto': True}",,,,,,,
6833ec7481e5594647d5a121,12,2025-05-25 00:17:20,-12.054123202951276,-77.04953208179523,84.3,119,apagado,55,111,"{'tipo': 'velocidad_excesiva', 'resuelto': True}",111.0,Z1A593,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a122,22,2025-05-25 00:17:30,-12.054156702876549,-77.03282472921862,28.34,353,encendido,11,68,"{'tipo': 'velocidad_excesiva', 'resuelto': True}",121.0,W6X975,GNV,VW FPT PB,si,Cogorno,En ruta
6833ec7481e5594647d5a123,20,2025-05-25 00:17:40,-12.04827819148927,-77.03249259773203,63.96,144,encendido,67,109,"{'tipo': 'temperatura_alta', 'resuelto': False}",119.0,S5T689,GNV,VW FPT PB,si,Cogorno,En ruta
6833ec7481e5594647d5a124,43,2025-05-25 00:17:50,-12.049916787933562,-77.03528386422175,78.2,198,apagado,62,105,"{'tipo': 'temperatura_alta', 'resuelto': True}",,,,,,,
6833ec7481e5594647d5a125,42,2025-05-25 00:18:00,-12.043953465958625,-77.03803406007097,80.86,171,encendido,11,81,"{'tipo': 'zona_critica', 'resuelto': True}",,,,,,,
6833ec7481e5594647d5a126,18,2025-05-25 00:18:10,-12.056827683264276,-77.04766831531894,79.55,208,encendido,72,102,"{'tipo': 'temperatura_alta', 'resuelto': True}",117.0,N9P384,GNV,VW FPT PB,si,Huaycan,En ruta
6833ec7481e5594647d5a127,16,2025-05-25 00:18:20,-12.04982217843381,-77.03986930511523,93.57,235,encendido,29,80,"{'tipo': 'velocidad_excesiva', 'resuelto': False}",115.0,J2K340,GNV,VW FPT PB,si,Huaycan,En ruta
6833ec7481e5594647d5a128,15,2025-05-25 00:18:30,-12.040722250802832,-77.04553635240964,53.48,227,encendido,88,98,"{'tipo': 'velocidad_excesiva', 'resuelto': False}",114.0,G6H456,GNV,VW FPT PB,si,Huaycan,En ruta
6833ec7481e5594647d5a129,1,2025-05-25 00:18:40,-12.054916117803483,-77.03264069436385,110.16,155,apagado,39,91,"{'tipo': 'temperatura_alta', 'resuelto': True}",100.0,A7B392,GNV,GOLDEN DRAGON GNV ACCESO,si,Huaycan,En ruta
6833ec7481e5594647d5a12a,25,2025-05-25 00:18:50,-12.05697199853744,-77.03325524581642,118.07,37,apagado,43,103,"{'tipo': 'zona_critica', 'resuelto': False}",124.0,E7F839,GNV,VW FPT PB,si,Cogorno,En ruta
